P13	check		P5	1P5	2P5	3P5	4P5								P4					P44			P7	P43				P46			P45									P47			P48			P49			P50			P51		P52		
64.37	mnt		POPE, Alexander						MERCIER, Louis-Sébastien						La boucle de cheveux enlevée, poème héroï-comique nouvellement traduit		Lausanne & Paris			François Grasset, Brocas et Humblot			1764	[non déclaré]				in-8			44p.		AL 1778 I 73-112; JP 6.xii.77; MF oct. 1764 Audra Béclard Benn		Q et Rochedieu donnent une première édition de 1764, mais avec d’autres détails qui semblent se rapporter plutôt à la réédition de 1778 (v.ci-dessous, Autres éditions).			Trad. en prose de The Râpe of the Lock, 1712. Les autres traductions, par Desfontaines, Marmontel, etc. sont en vers.		3e personne			Angleterre									satire du style enflé de l’épopée				
64.38			PRÉVOST, abbé Antoine-François												PRÉVOST, abbé Antoine-François		Londres & Paris			Duchesne			1764	1764				2 t. in-12			383, 399p.		A BM+ BN+ AL 1764 V 312 - 330; CatH xxvi 1764; LV Delcro Dufrenoy Gay Mornet Q		Recueil d’extraits du Pour et contre. Le premier tome contient des contes et des nouvelles; les morceaux du second volume sont beaucoup plus courts.																					
64.4															Ardasire ou les amans fidèles, histoire aussi incroyable que véritable								1764	1764				pet. in-8			46p.		A BN+ CorrL sept. 1764 Mornet							Cadre 3e personne, avec récit 1re personne			Bactriane, Médie			Aspasie, Aspard, Ardasire, Arsane			aventures romanesques, voyages							
64.40			ROSOI, Barnabé Farmian de, dit Durosoi												Lettres de Cécile à Julie ou les combats de la nature		Amsterdam						1764	1764				2 part, in-12			vi + 244, 252p.		A BN+ AL 1764 III 315 -332; CatH xiii 1764;CoitL déc. 1763; LV B Delcro d’Estrée Gay Mornet Q		Gay cite une édition de 1759, probablement par erreur pour 1769. L’édition de 1769 est augmentée de cinq nouvelles lettres. Selon la préface de cette édition: ‘ La première édition parut en 1762. On en fit une seconde en 1767; mais celle-ci a dans le second volume seul, plus de cent pages nouvelles ’.					Lettres			France			Derville, Julie, Saint-Albin			aventures romanesques, intrigue sentimentale			sensibilité effrénée				
64.41			SAINTE-COLOMBE, Etienne-Guillaume Colombe, dit												Les plaisirs d’un jour ou la journée d’une provinciale à Paris		Bruxelles						1764	1764				in-12			xii + 299p.		A BNi CatH i 1764; CorrL jan. 1764; LV B Delcro Gay Mornet Q							3e personne			Paris			Dorine, madame Donval. l’abbé Herbeval, Clidamon			intrigues mondaines, histoires sentimentales			ton léger				
64.42	m		SAVIN												Œuvres de monsieur de Montreille		Londres						1764	1764				in-12			144p.		BN+ Q																					En marge: correspondance amoureuse en vers et en prose; intrigue très peu développée		
64.43			SÊGUIER DE SAINT-BRISSON												Ariste ou les charmes de l’honnêteté par Séguier de Saint-Brisson		Paris			Panckoucke			1764	1764				in-12			xxiv+ 134p.		BN+ CatH lii 1764, i 1765; CorrL fév. 1765 Clayton							3e personne			cadre champêtre			Ariste, Elmire, Hermas			douceur de la vie campagnarde			prose poétique				
64.44			VILLENEUVE, de												L’écolier en vacance ou voyage de La Haye à Bruxelles avec l’histoire de mademoiselle Van Gur et plusieurs autres anecdotes curieuses		La Haye			Daniel Aillaud			1764	1764				pet. in-8			viii + 254p.		A+ B Delcro Gay Q							1re personne, avec récits intercalés 1re personne			La Haye, Anvers			Mr. van Gur, Mr. Doré, le Capitaine, Sophie, Pierre, Mr. Pin, le Bénédictin			récit de voyage entrecoupé d’anecdotes			ton satirique				
64.45			VOLTAIRE, François-Marie Arouet de												Contes de Guillaume Vade								1764	1764				in-8			xvi + 386		BM+		La plupart des morceaux dans ce volume sont en vers. Pour !es details des autres editions, que nous indiquons d’une façon sommaire, v. Bengesco et Besterman; v. aussi 52.43 pour les editions des CEuvres et des Romans.																			Pp. 62 - 85, Le blanc et le noir; pp. 86 - 102, Jeannot et Colin.		
64.46	mt		ZACHARIAE, Friedrich Wilhelm						MULLER						Les métamorphoses, poème héroi-comique, traduit de l’allemand de monsieur Zacharie		Paris			Fournier			1764	1764				pet. in-12			xii + 178p.		BN+ AL 1764 IV 104- 135 B Q					Trad. en prose de Verwandlungen dans Scherzhafte epische Poesien, 1754 (dont une nouvelle édition - Scherzhafte epische und lyrische Gedichte - a paru en 1761 ).		3e personne			Allemagne			Selinde, Arminde, Zéphis			aventures merveilleuses			satire des petits-maîtres				
64.5															L’aventure du bal ou la malice punie		Londres & Paris			Tabary			1764	1764				in-12			67p.		A BN+ CatH xii 1764; CorrL sept. 1764							1re personne			France			la Présidente, la comtesse de Beau-villard, S.-Jus, Mme Douxin			intrigues galantes							
64.6															Le bâtard parvenu ou l’histoire du chevalier Duplaisir		Paris			veuve Lamesle			1764	1764				in-8			72p.		BM+ CorrL fév. 1764 Gay							1re personne avec un court récit intercalé 1re personne			province, Paris			le chevalier de B***, Lambert, Mlle P***			intrigues romanesques et sentimentales			sensibilité				
64.7															La constance couronnée ou les époux unis par l’amour, histoire nouvelle		Londres & Paris			Duchesne			1764	1764				2 part, in-12			186 31 8d		A BM+ BN+ CatH iii 1764; CorrL jan. 1764; LV Gay Mornet		Cet ouvrage, dans cette édition, constitue la Ire partie du tome XIII de la Bibliothèque de campagne, Amsterdam & Paris, veuve Duchesne, 1778, 24t. (BNt).					3e personne, avec récits intercalés 1re personne			province			le comte de C., Du Parc, Sylvie, Léonce, Théodora			aventures romanesques, voyages, épisodes orientaux							
64.8															Diogène conteur ou les lunettes de vérité suivies de la Bibliotéque (sic) naturelle & d’un recueil de contes & de poésies								1764	1764				in-12			x + 236p.		A+ CatH xxxix 1764; CorrL fév. 1765 Mornet																					Pp.] - 122, Diogène conteur...: Diogène reçoit d’un vieillard des lunettes qui lui permettent de voir la vérité - il suit une série de petits portraits moraux: 125-179, Bibliothèque naturelle: essai, sans éléments romanesques; 180 - 202: petits contes moraux de 2 - 3 pages chacun (noms grecs); 203 - 236: vers.		
64.9															Essai de critique, réflexions & contes moraux...								1764	[non déclaré]									AL 1764 VIII 192-207		Selon AL, il s’agit d’une brochure de Toulouse, par M. le marquis de M.... AL donne le résumé de deux contes en prose: L’épreuve et Le portrait.																					
65.1															La belle au crayon d’or, conte		Amsterdam & Paris			Vente			1765	1765				in-12			116p.		A+ BM+ BN+ AL 1765 VIII 339- 345; CorrL nov. 1765; LV Mornet							3e personne			Arabie						une fée dote une jeune princesse d’un crayon d’or qui n’écrit que des conseils utiles							
65.10	m														Lettres d’un jeune homme		La Haye						1765	1765				in-12			120p.		BN+																					En marge: lettres où l’auteur discute de questions de morale. Il y a aussi des Lettres à Sophie où il exprime son amour pour celle-ci: on n’y trouve presque pas d’intrigue, mais certains incidents sont évoqués.		
65.11															Le papillotage, ouvrage comique et moral		Rotterdam			E.V.D.W. et compagnie			1765	1765				in-12			136p.		A BM+ BN+ CatH xliv 1765; CorrL août 1766; LV Gay Mornet							3e personne			France, Italie, Autriche						le marquis et la marquise de Florimène et leur famille suivent toutes les modes ridicules			critique des mœurs, ton satirique				
65.12	*														Zurac à Zegry ou XIV lettres d’un Indien à un Maure, précédées de quelques pensées détachées sur différens sujets, morale, politique, littérature…								1765	[non déclaré]									LV Dufrenoy																							
65.13			BEAURIEU, Gaspard Guillard de												Le portefeuille français ou choix nouveau et intéressant de différentes pièces de prose et de poésie		En France, se vend à Paris			chez Rozet			1765	1765				in-12			xviii + 384p.		BN+ CatH 1 1765 B 0																							
65.14			BÊLIARD, François												Zélaskim, histoire américaine, ou les avantures de la marquise de P***, avec un discours pour la défense des romans par M.B***		Paris			Mérigot père			1765	1765				4 part, in-12			xlvii + 99, 140, 135, 142p.		A BN+ CatH li 1764, vii 1765; CorrL jan. 1765; LV B Delcro Dufrenoy Gay Mornet Q		Une version abrégée de l’ouvrage se trouve dans laBUR, juin 1780, pp. 77 - 150, suivie de l’Apologie des romans, pp. 151 — 173.					1re personne			Amérique, chez une tribu indienne			Zélaskim, Zedomire, Nankim			aventures romanesques et sentimentales			thèmes philosophiques				
65.15			BILLARDON DE SAUVIGNY, Louis-Edme												Histoire amoureuse de Pierre Le Long et de sa très honnorée dame Blanche Bazu, écritte par iceluy		Londres						1765	1765				in-12			142p.		A BM BN+ AL 1765 VIII 168 - 186; CatH viii 1765; CorrL mars 1765; LV B Delcro Gay Mornet Q							1re personne, avec petites chansons en vers			cadre moyenâgeux			Pierre, Blanche, Geneviève			intrigue sentimentale comique			style ancien				
65.16			BRET, Antoine												Essai de contes moraux et dramatiques par M. B***		Paris			Prault			1765	1765				in-12			xii + 154p.		A BM+ BN+ AL 1765 IV 73 - 110; CatH xiv 1765; CorrL mai 1765; LV B Keys Mornet Q		L’auteur propose dans son Avertissement un nouveau genre de conte. Suivant le conseil de Marmontel, il veut supprimer les ’formules parasites’telles que ‘dit-il’, ‘répondit-elle’, etc. Si l’on adopte la forme dramatique, en faisant précéder chaque discours par le nom du personnage, on aura des contes faits uniquement de conversations.																					
65.17			BRICAIRE DE LA DIXMERIE, Nicolas												Contes philosophiques et moraux par M. de La Dixmerie		Londres & Paris			Duchesne			1765	1765				2 t. in-12			360, 360p.		A BN+ AL 1765 I 177 - 198; CatH iii 1764; CorrL déc. 1764; LV Delcro Gay Mornet Q		P. ix: ‘ La plûpart des Contes qui forment ce Recueil, ont, à quelques exceptions près, paru dans les Mercures ’. AL ajoute que Bricaire de la Dixmerie les aurait ‘ revus, corrigés, augmentés ’ pour cette édition. Une suite a été publiée en 1769 (v.																					
65.18			COMPAN, Charles, abbé												Le temple de la piété et recueil d’oeuvres diverses par l’auteur de l’Esprit de la religion chrétienne		Avignon & Paris			Claude Hérissant			1765	1765				in-12			I97p.		BN+ Q																					Pp. 25-141, Temple de la piété: 1re personne; allégorie religieuse (description du temple); 161-177, Le soir: 3e personne; conte moral; 178- 197, Le provincial: 3e personne; conte moral.		
65.19			CONTANT D’ORVILLE, André-Guillaume												L’humanité, histoire des infortunes du chevalier de Dampierre, contenant des anecdotes sêcrettes et particulières sur les dernières révolutions de Perse		Paris			Cailleau			1765	1765				2 t. in-12			xv + 286, 318p.		A BN+ AL 1765 IV 250- 269; CatH xxiv 1765; LV B Delcro Dufrenoy Mornet Q							1re personne, avec récit intercalé (Le malheureux inné ou histoire d’Orchnai, histoire anglaise)			France, Espagne, Constantinople, sous Louis XIV			le marquis de Dampierre, Léonore			voyages, aventures romanesques, sentimentales, éléments historiques			mélancolie, sensibilité (à la manière de Prévost)				
65.2															La belle Berruyère ou aventures de la marquise de Fierval		Ou? chez le grand éditeur Jean Nourse, à Londres						1765	1765				2 part, in-8			263, 314p.		A BN+ AL 1765 VI 188-208; CatH xxxviii 1765; CorrL sept. 1765; LV							1re personne (mémoires)			province			M. et Mme de Longueil, Suzanne, le chevalier de St. Alban			aventures romanesques et sentimentales d’une orpheline			sensibilité				
65.20			DESFONTAINES, François-Georges Fouques, dit												Lettres de Sophie at du chevalier de **, pour servir de supplément aux Lettres du marquis de Roselle, par monsieur de ***		Londres & Paris			L’Esclapart			1765	1765				2 part, in-12			viii + 321, 276p.		A BM BN+ CatH i 1765; CorrL mars 1765; LV B Delcro Mornet Q		D’après la préface, l’auteur veut révéler les pièges que tendent les ‘filles de Spectacle’, thème que les Lettres du marquis de Roselle, 1764, par madame Elie de Beaumont, avaient abordé.					Lettres			France			Sophie, Julie (actrices), le Chevalier			intrigues galantes et sentimentales			tendances réalistes, sensibilité				
65.21			DU LAURENS, abbé Henri-Joseph												Imirce ou la fille de la nature		Berlin			chez l’imprimeur du philosophe de Sans-Souci			1765	1765				in-12			378p.		A BMt BN+ B Gay Mornet Q																					Pp. 17-60, Mon éducation et celle de ma cousine Sophie. Pp. 61-187, Imirce ou la fille de la nature: Ire personne, avec récits intercalés: Imirce, Emilor, Ariste: deux enfants élevés par un philosophe dans un souterrain; commentaire ingénu sur la vie. critique des moeurs et des institutions, thèmes philosophiques, ton satirique. Pp. 187-246, Histoire de Babet; 247-259, Histoire de Lucrèce; 260-332, La momie de mon grand-père; 333-368, Histoire du merveilleux Dressant, bonté de la Mecque.		
65.22			GATREY												La philosophe par amour ou lettres de deux amans passionnés et vertueux		Paris			Cailleau			1765	1765				2 t. in-12			xii + 204, 280 (pour 180) p.		A+ BM+ AL 1765 IV 57-74; CatH xxii 1765; CorrL juillet 1765; LV B Delcro Gay Mornet Q		Attribué par CorrL à ‘Mlle Mazarelli, aujourd’hui Mme la marquise de Saint-Chamond’ et par d’autres à Lombard.					Lettres			Paris			Durval, Adélaïde de Saint-Fray, Mme de Saint-Fray			intrigue sentimentale, amours contrariées par un père peu compréhensif			sensibilité		vertu. Selon AL, ’cet ouvrage. . . est entièrement calqué sur la Nouvelle Héloïse’.		
65.23			GINGINS, V. de												Le bacha de Bude		Yverdon						1765	1765				in-8			74p.		A BN+ CatH xxiii 1765; CorrL oct. 1765; LV Dufrenoy Gay Mornet Perret CorrL:		‘Le Bacha de Bude est l’histoire vraie ou fausse du bacha qui défendit la capitale de Hongrie lorsqu’elle fut reprise pour la dernière fois par les Autrichiens. L’auteur avait gagé contre une femme de ses amies qu’il écrirait en moins d’un mois une histoire intéressante sans amour, qui ne serait ni un roman, ni un conte ’.					3e personne			cadre turc						un soldat suisse, après des campagnes en Europe, devient un grand général turc (Apti-Bacha)			fond historique?				
65.24	t		HILL, sir John						EIDOUS, Marc-Antoine						Les aventures de M. Loville, entremêlées de plusieurs intrigues galantes & véritables arrivées parmi des personnes du beau-monde, traduites sur la seconde édition angloise, par M. ***		Amsterdam & Paris			Robin			1765	1765				4 part, in-12			xii + 225, 228, 227, 204p.		A BM+ BN+ AL 1765 VI 289 - 307; CatH xl 1765; LV B Delcro Gay Q Rochedieu Streeter					Trad. de The History of Mr. Lovell, 1746.		3e personne, avec récits intercalés 3e personne			Angleterre (Bath, Londres)			lady Juliet Schéma, lord Tawdry, milord Salomon-Single, miss Bussy, M. Loville			aventures galantes et observations sur les mœurs			ton satirique				
